Waterbody Official Name,Activity Date,Survey Type,Equipment Type,Survey Comments,HUC,TTM Easting,TTM Northing,UTM Easting,UTM Northing,UTM Ref Mer,Latitude,Longitude,ATS QTR,ATS SEC,ATS TWP,ATS RGE,ATS MER,Location Comments,Distance (m),Time (s),Time (h),Angler Count,Pass Number,Captured Count,Total Count of Species by SurveyID,Species Code,Species Common Name,Weight (g),Fork Length (mm),Total Length (mm),Gender,Age,Water Temp (C),Water Conductivity (uS/cm),Dissolved Oxygen (mg/L),Wetted Width (m),Rooted Width (m),Conducted By,Inventory Project ID,Project Location ID,Inventory Survey ID
Freeman HUC8,21-Aug-08,Electrofishing,BACKPACK,Effort not recorded,17010603,463220.854,6045845.75,592471,6049058,-117 (Zone 11),54.58055,-115.569267,SE,34,64,11,5,Fm 16 - downstream of bridge. Unnamed tributary to Freeman River,300,,,,,1,1,BURB,BURBOT,,110,,U,,,,,,,FISHERIES MANAGEMENT,13367,2241714,501711
Freeman HUC8,21-Aug-08,Electrofishing,BACKPACK,Effort not recorded,17010603,463220.854,6045845.75,592471,6049058,-117 (Zone 11),54.58055,-115.569267,SE,34,64,11,5,Fm 16 - downstream of bridge. Unnamed tributary to Freeman River,300,,,,,1,3,ARGR,ARCTIC GRAYLING,,53,,U,,,,,,,FISHERIES MANAGEMENT,13367,2241714,501711
Freeman HUC8,21-Aug-08,Electrofishing,BACKPACK,Effort not recorded,17010603,463220.854,6045845.75,592471,6049058,-117 (Zone 11),54.58055,-115.569267,SE,34,64,11,5,Fm 16 - downstream of bridge. Unnamed tributary to Freeman River,300,,,,,1,3,ARGR,ARCTIC GRAYLING,,60,,U,,,,,,,FISHERIES MANAGEMENT,13367,2241714,501711
Freeman HUC8,21-Aug-08,Electrofishing,BACKPACK,Effort not recorded,17010603,463220.854,6045845.75,592471,6049058,-117 (Zone 11),54.58055,-115.569267,SE,34,64,11,5,Fm 16 - downstream of bridge. Unnamed tributary to Freeman River,300,,,,,1,3,ARGR,ARCTIC GRAYLING,,73,,U,,,,,,,FISHERIES MANAGEMENT,13367,2241714,501711
Freeman HUC8,21-Aug-08,Electrofishing,BACKPACK,Effort not recorded,17010603,463220.854,6045845.75,592471,6049058,-117 (Zone 11),54.58055,-115.569267,SE,34,64,11,5,Fm 16 - downstream of bridge. Unnamed tributary to Freeman River,300,,,,,2,35,LKCH,LAKE CHUB,,34,,U,,,,,,,FISHERIES MANAGEMENT,13367,2241714,501711
Freeman HUC8,21-Aug-08,Electrofishing,BACKPACK,Effort not recorded,17010603,463220.854,6045845.75,592471,6049058,-117 (Zone 11),54.58055,-115.569267,SE,34,64,11,5,Fm 16 - downstream of bridge. Unnamed tributary to Freeman River,300,,,,,1,35,LKCH,LAKE CHUB,,42,,U,,,,,,,FISHERIES MANAGEMENT,13367,2241714,501711
Freeman HUC8,21-Aug-08,Electrofishing,BACKPACK,Effort not recorded,17010603,463220.854,6045845.75,592471,6049058,-117 (Zone 11),54.58055,-115.569267,SE,34,64,11,5,Fm 16 - downstream of bridge. Unnamed tributary to Freeman River,300,,,,,1,35,LKCH,LAKE CHUB,,45,,U,,,,,,,FISHERIES MANAGEMENT,13367,2241714,501711
Freeman HUC8,21-Aug-08,Electrofishing,BACKPACK,Effort not recorded,17010603,463220.854,6045845.75,592471,6049058,-117 (Zone 11),54.58055,-115.569267,SE,34,64,11,5,Fm 16 - downstream of bridge. Unnamed tributary to Freeman River,300,,,,,3,35,LKCH,LAKE CHUB,,46,,U,,,,,,,FISHERIES MANAGEMENT,13367,2241714,501711
Freeman HUC8,21-Aug-08,Electrofishing,BACKPACK,Effort not recorded,17010603,463220.854,6045845.75,592471,6049058,-117 (Zone 11),54.58055,-115.569267,SE,34,64,11,5,Fm 16 - downstream of bridge. Unnamed tributary to Freeman River,300,,,,,2,35,LKCH,LAKE CHUB,,47,,U,,,,,,,FISHERIES MANAGEMENT,13367,2241714,501711
Freeman HUC8,21-Aug-08,Electrofishing,BACKPACK,Effort not recorded,17010603,463220.854,6045845.75,592471,6049058,-117 (Zone 11),54.58055,-115.569267,SE,34,64,11,5,Fm 16 - downstream of bridge. Unnamed tributary to Freeman River,300,,,,,1,35,LKCH,LAKE CHUB,,57,,U,,,,,,,FISHERIES MANAGEMENT,13367,2241714,501711
Freeman HUC8,21-Aug-08,Electrofishing,BACKPACK,Effort not recorded,17010603,463220.854,6045845.75,592471,6049058,-117 (Zone 11),54.58055,-115.569267,SE,34,64,11,5,Fm 16 - downstream of bridge. Unnamed tributary to Freeman River,300,,,,,2,35,LKCH,LAKE CHUB,,59,,U,,,,,,,FISHERIES MANAGEMENT,13367,2241714,501711
Freeman HUC8,21-Aug-08,Electrofishing,BACKPACK,Effort not recorded,17010603,463220.854,6045845.75,592471,6049058,-117 (Zone 11),54.58055,-115.569267,SE,34,64,11,5,Fm 16 - downstream of bridge. Unnamed tributary to Freeman River,300,,,,,2,35,LKCH,LAKE CHUB,,60,,U,,,,,,,FISHERIES MANAGEMENT,13367,2241714,501711
Freeman HUC8,21-Aug-08,Electrofishing,BACKPACK,Effort not recorded,17010603,463220.854,6045845.75,592471,6049058,-117 (Zone 11),54.58055,-115.569267,SE,34,64,11,5,Fm 16 - downstream of bridge. Unnamed tributary to Freeman River,300,,,,,3,35,LKCH,LAKE CHUB,,62,,U,,,,,,,FISHERIES MANAGEMENT,13367,2241714,501711
Freeman HUC8,21-Aug-08,Electrofishing,BACKPACK,Effort not recorded,17010603,463220.854,6045845.75,592471,6049058,-117 (Zone 11),54.58055,-115.569267,SE,34,64,11,5,Fm 16 - downstream of bridge. Unnamed tributary to Freeman River,300,,,,,4,35,LKCH,LAKE CHUB,,63,,U,,,,,,,FISHERIES MANAGEMENT,13367,2241714,501711
Freeman HUC8,21-Aug-08,Electrofishing,BACKPACK,Effort not recorded,17010603,463220.854,6045845.75,592471,6049058,-117 (Zone 11),54.58055,-115.569267,SE,34,64,11,5,Fm 16 - downstream of bridge. Unnamed tributary to Freeman River,300,,,,,2,35,LKCH,LAKE CHUB,,64,,U,,,,,,,FISHERIES MANAGEMENT,13367,2241714,501711
Freeman HUC8,21-Aug-08,Electrofishing,BACKPACK,Effort not recorded,17010603,463220.854,6045845.75,592471,6049058,-117 (Zone 11),54.58055,-115.569267,SE,34,64,11,5,Fm 16 - downstream of bridge. Unnamed tributary to Freeman River,300,,,,,1,35,LKCH,LAKE CHUB,,65,,U,,,,,,,FISHERIES MANAGEMENT,13367,2241714,501711
Freeman HUC8,21-Aug-08,Electrofishing,BACKPACK,Effort not recorded,17010603,463220.854,6045845.75,592471,6049058,-117 (Zone 11),54.58055,-115.569267,SE,34,64,11,5,Fm 16 - downstream of bridge. Unnamed tributary to Freeman River,300,,,,,1,35,LKCH,LAKE CHUB,,66,,U,,,,,,,FISHERIES MANAGEMENT,13367,2241714,501711
Freeman HUC8,21-Aug-08,Electrofishing,BACKPACK,Effort not recorded,17010603,463220.854,6045845.75,592471,6049058,-117 (Zone 11),54.58055,-115.569267,SE,34,64,11,5,Fm 16 - downstream of bridge. Unnamed tributary to Freeman River,300,,,,,3,35,LKCH,LAKE CHUB,,67,,U,,,,,,,FISHERIES MANAGEMENT,13367,2241714,501711
Freeman HUC8,21-Aug-08,Electrofishing,BACKPACK,Effort not recorded,17010603,463220.854,6045845.75,592471,6049058,-117 (Zone 11),54.58055,-115.569267,SE,34,64,11,5,Fm 16 - downstream of bridge. Unnamed tributary to Freeman River,300,,,,,7,35,LKCH,LAKE CHUB,,68,,U,,,,,,,FISHERIES MANAGEMENT,13367,2241714,501711
Freeman HUC8,21-Aug-08,Electrofishing,BACKPACK,Effort not recorded,17010603,463220.854,6045845.75,592471,6049058,-117 (Zone 11),54.58055,-115.569267,SE,34,64,11,5,Fm 16 - downstream of bridge. Unnamed tributary to Freeman River,300,,,,,2,35,LKCH,LAKE CHUB,,69,,U,,,,,,,FISHERIES MANAGEMENT,13367,2241714,501711
Freeman HUC8,21-Aug-08,Electrofishing,BACKPACK,Effort not recorded,17010603,463220.854,6045845.75,592471,6049058,-117 (Zone 11),54.58055,-115.569267,SE,34,64,11,5,Fm 16 - downstream of bridge. Unnamed tributary to Freeman River,300,,,,,2,35,LKCH,LAKE CHUB,,70,,U,,,,,,,FISHERIES MANAGEMENT,13367,2241714,501711
Freeman HUC8,21-Aug-08,Electrofishing,BACKPACK,Effort not recorded,17010603,463220.854,6045845.75,592471,6049058,-117 (Zone 11),54.58055,-115.569267,SE,34,64,11,5,Fm 16 - downstream of bridge. Unnamed tributary to Freeman River,300,,,,,2,35,LKCH,LAKE CHUB,,71,,U,,,,,,,FISHERIES MANAGEMENT,13367,2241714,501711
Freeman HUC8,21-Aug-08,Electrofishing,BACKPACK,Effort not recorded,17010603,463220.854,6045845.75,592471,6049058,-117 (Zone 11),54.58055,-115.569267,SE,34,64,11,5,Fm 16 - downstream of bridge. Unnamed tributary to Freeman River,300,,,,,4,35,LKCH,LAKE CHUB,,72,,U,,,,,,,FISHERIES MANAGEMENT,13367,2241714,501711
Freeman HUC8,21-Aug-08,Electrofishing,BACKPACK,Effort not recorded,17010603,463220.854,6045845.75,592471,6049058,-117 (Zone 11),54.58055,-115.569267,SE,34,64,11,5,Fm 16 - downstream of bridge. Unnamed tributary to Freeman River,300,,,,,5,35,LKCH,LAKE CHUB,,73,,U,,,,,,,FISHERIES MANAGEMENT,13367,2241714,501711
Freeman HUC8,21-Aug-08,Electrofishing,BACKPACK,Effort not recorded,17010603,463220.854,6045845.75,592471,6049058,-117 (Zone 11),54.58055,-115.569267,SE,34,64,11,5,Fm 16 - downstream of bridge. Unnamed tributary to Freeman River,300,,,,,2,35,LKCH,LAKE CHUB,,74,,U,,,,,,,FISHERIES MANAGEMENT,13367,2241714,501711
Freeman HUC8,21-Aug-08,Electrofishing,BACKPACK,Effort not recorded,17010603,463220.854,6045845.75,592471,6049058,-117 (Zone 11),54.58055,-115.569267,SE,34,64,11,5,Fm 16 - downstream of bridge. Unnamed tributary to Freeman River,300,,,,,3,35,LKCH,LAKE CHUB,,76,,U,,,,,,,FISHERIES MANAGEMENT,13367,2241714,501711
Freeman HUC8,21-Aug-08,Electrofishing,BACKPACK,Effort not recorded,17010603,463220.854,6045845.75,592471,6049058,-117 (Zone 11),54.58055,-115.569267,SE,34,64,11,5,Fm 16 - downstream of bridge. Unnamed tributary to Freeman River,300,,,,,1,35,LKCH,LAKE CHUB,,77,,U,,,,,,,FISHERIES MANAGEMENT,13367,2241714,501711
Freeman HUC8,21-Aug-08,Electrofishing,BACKPACK,Effort not recorded,17010603,463220.854,6045845.75,592471,6049058,-117 (Zone 11),54.58055,-115.569267,SE,34,64,11,5,Fm 16 - downstream of bridge. Unnamed tributary to Freeman River,300,,,,,3,35,LKCH,LAKE CHUB,,78,,U,,,,,,,FISHERIES MANAGEMENT,13367,2241714,501711
Freeman HUC8,21-Aug-08,Electrofishing,BACKPACK,Effort not recorded,17010603,463220.854,6045845.75,592471,6049058,-117 (Zone 11),54.58055,-115.569267,SE,34,64,11,5,Fm 16 - downstream of bridge. Unnamed tributary to Freeman River,300,,,,,1,35,LKCH,LAKE CHUB,,80,,U,,,,,,,FISHERIES MANAGEMENT,13367,2241714,501711
Freeman HUC8,21-Aug-08,Electrofishing,BACKPACK,Effort not recorded,17010603,463220.854,6045845.75,592471,6049058,-117 (Zone 11),54.58055,-115.569267,SE,34,64,11,5,Fm 16 - downstream of bridge. Unnamed tributary to Freeman River,300,,,,,2,35,LKCH,LAKE CHUB,,81,,U,,,,,,,FISHERIES MANAGEMENT,13367,2241714,501711
Freeman HUC8,21-Aug-08,Electrofishing,BACKPACK,Effort not recorded,17010603,463220.854,6045845.75,592471,6049058,-117 (Zone 11),54.58055,-115.569267,SE,34,64,11,5,Fm 16 - downstream of bridge. Unnamed tributary to Freeman River,300,,,,,1,35,LKCH,LAKE CHUB,,82,,U,,,,,,,FISHERIES MANAGEMENT,13367,2241714,501711
Freeman HUC8,21-Aug-08,Electrofishing,BACKPACK,Effort not recorded,17010603,463220.854,6045845.75,592471,6049058,-117 (Zone 11),54.58055,-115.569267,SE,34,64,11,5,Fm 16 - downstream of bridge. Unnamed tributary to Freeman River,300,,,,,2,35,LKCH,LAKE CHUB,,89,,U,,,,,,,FISHERIES MANAGEMENT,13367,2241714,501711
Freeman HUC8,21-Aug-08,Electrofishing,BACKPACK,Effort not recorded,17010603,463220.854,6045845.75,592471,6049058,-117 (Zone 11),54.58055,-115.569267,SE,34,64,11,5,Fm 16 - downstream of bridge. Unnamed tributary to Freeman River,300,,,,,1,35,LKCH,LAKE CHUB,,92,,U,,,,,,,FISHERIES MANAGEMENT,13367,2241714,501711
Freeman HUC8,21-Aug-08,Electrofishing,BACKPACK,Effort not recorded,17010603,463220.854,6045845.75,592471,6049058,-117 (Zone 11),54.58055,-115.569267,SE,34,64,11,5,Fm 16 - downstream of bridge. Unnamed tributary to Freeman River,300,,,,,1,35,LKCH,LAKE CHUB,,93,,U,,,,,,,FISHERIES MANAGEMENT,13367,2241714,501711
Freeman HUC8,21-Aug-08,Electrofishing,BACKPACK,Effort not recorded,17010603,463220.854,6045845.75,592471,6049058,-117 (Zone 11),54.58055,-115.569267,SE,34,64,11,5,Fm 16 - downstream of bridge. Unnamed tributary to Freeman River,300,,,,,1,35,LKCH,LAKE CHUB,,94,,U,,,,,,,FISHERIES MANAGEMENT,13367,2241714,501711
Freeman HUC8,21-Aug-08,Electrofishing,BACKPACK,Effort not recorded,17010603,463220.854,6045845.75,592471,6049058,-117 (Zone 11),54.58055,-115.569267,SE,34,64,11,5,Fm 16 - downstream of bridge. Unnamed tributary to Freeman River,300,,,,,2,35,LKCH,LAKE CHUB,,96,,U,,,,,,,FISHERIES MANAGEMENT,13367,2241714,501711
Freeman HUC8,21-Aug-08,Electrofishing,BACKPACK,Effort not recorded,17010603,463220.854,6045845.75,592471,6049058,-117 (Zone 11),54.58055,-115.569267,SE,34,64,11,5,Fm 16 - downstream of bridge. Unnamed tributary to Freeman River,300,,,,,1,35,LKCH,LAKE CHUB,,101,,U,,,,,,,FISHERIES MANAGEMENT,13367,2241714,501711
Freeman HUC8,21-Aug-08,Electrofishing,BACKPACK,Effort not recorded,17010603,463220.854,6045845.75,592471,6049058,-117 (Zone 11),54.58055,-115.569267,SE,34,64,11,5,Fm 16 - downstream of bridge. Unnamed tributary to Freeman River,300,,,,,1,35,LKCH,LAKE CHUB,,102,,U,,,,,,,FISHERIES MANAGEMENT,13367,2241714,501711
Freeman HUC8,21-Aug-08,Electrofishing,BACKPACK,Effort not recorded,17010603,463220.854,6045845.75,592471,6049058,-117 (Zone 11),54.58055,-115.569267,SE,34,64,11,5,Fm 16 - downstream of bridge. Unnamed tributary to Freeman River,300,,,,,1,35,LKCH,LAKE CHUB,,105,,U,,,,,,,FISHERIES MANAGEMENT,13367,2241714,501711
Freeman HUC8,21-Aug-08,Electrofishing,BACKPACK,Effort not recorded,17010603,463220.854,6045845.75,592471,6049058,-117 (Zone 11),54.58055,-115.569267,SE,34,64,11,5,Fm 16 - downstream of bridge. Unnamed tributary to Freeman River,300,,,,,2,3,RNTR,RAINBOW TROUT,,44,,U,,,,,,,FISHERIES MANAGEMENT,13367,2241714,501711
Freeman HUC8,21-Aug-08,Electrofishing,BACKPACK,Effort not recorded,17010603,463220.854,6045845.75,592471,6049058,-117 (Zone 11),54.58055,-115.569267,SE,34,64,11,5,Fm 16 - downstream of bridge. Unnamed tributary to Freeman River,300,,,,,1,3,RNTR,RAINBOW TROUT,,59,,U,,,,,,,FISHERIES MANAGEMENT,13367,2241714,501711
Freeman HUC8,21-Aug-08,Electrofishing,BACKPACK,Effort not recorded,17010603,463220.854,6045845.75,592471,6049058,-117 (Zone 11),54.58055,-115.569267,SE,34,64,11,5,Fm 16 - downstream of bridge. Unnamed tributary to Freeman River,300,,,,,1,3,RNTR,RAINBOW TROUT,,120,,U,,,,,,,FISHERIES MANAGEMENT,13367,2241714,501711
Freeman HUC8,21-Aug-08,Electrofishing,BACKPACK,Effort not recorded,17010603,463220.854,6045845.75,592471,6049058,-117 (Zone 11),54.58055,-115.569267,SE,34,64,11,5,Fm 16 - downstream of bridge. Unnamed tributary to Freeman River,300,,,,,1,1,SPSC,SPOONHEAD SCULPIN,,80,,U,,,,,,,FISHERIES MANAGEMENT,13367,2241714,501711
Freeman HUC8,21-Aug-08,Electrofishing,BACKPACK,Effort not recorded,17010603,463220.854,6045845.75,592471,6049058,-117 (Zone 11),54.58055,-115.569267,SE,34,64,11,5,Fm 16 - downstream of bridge. Unnamed tributary to Freeman River,300,,,,,2,14,LNSC,LONGNOSE SUCKER,,39,,U,,,,,,,FISHERIES MANAGEMENT,13367,2241714,501711
Freeman HUC8,21-Aug-08,Sample Angling,,No fish caught.,17010603,463220.854,6045845.75,592471,6049058,-117 (Zone 11),54.58055,-115.569267,SE,34,64,11,5,Fm 16 - downstream of bridge. Unnamed tributary to Freeman River,,,1.5,1,,,,,,,,,,,,,,,,FISHERIES MANAGEMENT,13367,2241714,501796
Freeman HUC8,21-Aug-08,Sample Angling,,1 ARGR dropped before it could be measured - approx 180 mm FL,17010603,463220.854,6045845.75,592471,6049058,-117 (Zone 11),54.58055,-115.569267,SE,34,64,11,5,Fm 16 - downstream of bridge. Unnamed tributary to Freeman River,,,1.5,1,,1,3,ARGR,ARCTIC GRAYLING,,172,,U,,,,,,,FISHERIES MANAGEMENT,13367,2241714,501797
Freeman HUC8,21-Aug-08,Sample Angling,,1 ARGR dropped before it could be measured - approx 180 mm FL,17010603,463220.854,6045845.75,592471,6049058,-117 (Zone 11),54.58055,-115.569267,SE,34,64,11,5,Fm 16 - downstream of bridge. Unnamed tributary to Freeman River,,,1.5,1,,1,3,ARGR,ARCTIC GRAYLING,,,,U,,,,,,,FISHERIES MANAGEMENT,13367,2241714,501797
Freeman HUC8,21-Aug-08,Sample Angling,,1 ARGR dropped before it could be measured - approx 180 mm FL,17010603,463220.854,6045845.75,592471,6049058,-117 (Zone 11),54.58055,-115.569267,SE,34,64,11,5,Fm 16 - downstream of bridge. Unnamed tributary to Freeman River,,,1.5,1,,1,3,ARGR,ARCTIC GRAYLING,,,,U,,,,,,,FISHERIES MANAGEMENT,13367,2241714,501797
Freeman HUC8,22-Aug-08,Electrofishing,BACKPACK,,17010603,472263.192,6041004.897,601652,6044474,-117 (Zone 11),54.537606,-115.428858,SW,15,64,10,5,Fm 3 - downstream of culvert. Judy Creek,400,1273,,,,3,22,ARGR,ARCTIC GRAYLING,,69,,U,,,,,,,FISHERIES MANAGEMENT,13367,2241713,501705
Freeman HUC8,22-Aug-08,Electrofishing,BACKPACK,,17010603,472263.192,6041004.897,601652,6044474,-117 (Zone 11),54.537606,-115.428858,SW,15,64,10,5,Fm 3 - downstream of culvert. Judy Creek,400,1273,,,,4,1,LNDC,LONGNOSE DACE,,,,U,,,,,,,FISHERIES MANAGEMENT,13367,2241713,501705
Freeman HUC8,22-Aug-08,Electrofishing,BACKPACK,,17010603,472263.192,6041004.897,601652,6044474,-117 (Zone 11),54.537606,-115.428858,SW,15,64,10,5,Fm 3 - downstream of culvert. Judy Creek,400,1273,,,,1,22,ARGR,ARCTIC GRAYLING,,66,,U,,,,,,,FISHERIES MANAGEMENT,13367,2241713,501705
Freeman HUC8,22-Aug-08,Electrofishing,BACKPACK,,17010603,472263.192,6041004.897,601652,6044474,-117 (Zone 11),54.537606,-115.428858,SW,15,64,10,5,Fm 3 - downstream of culvert. Judy Creek,400,1273,,,,1,22,ARGR,ARCTIC GRAYLING,,65,,U,,,,,,,FISHERIES MANAGEMENT,13367,2241713,501705
Freeman HUC8,22-Aug-08,Electrofishing,BACKPACK,,17010603,472263.192,6041004.897,601652,6044474,-117 (Zone 11),54.537606,-115.428858,SW,15,64,10,5,Fm 3 - downstream of culvert. Judy Creek,400,1273,,,,2,1,LNSC,LONGNOSE SUCKER,,,,U,,,,,,,FISHERIES MANAGEMENT,13367,2241713,501705
Freeman HUC8,22-Aug-08,Electrofishing,BACKPACK,,17010603,472263.192,6041004.897,601652,6044474,-117 (Zone 11),54.537606,-115.428858,SW,15,64,10,5,Fm 3 - downstream of culvert. Judy Creek,400,1273,,,,1,22,ARGR,ARCTIC GRAYLING,,70,,U,,,,,,,FISHERIES MANAGEMENT,13367,2241713,501705
Freeman HUC8,22-Aug-08,Electrofishing,BACKPACK,,17010603,472263.192,6041004.897,601652,6044474,-117 (Zone 11),54.537606,-115.428858,SW,15,64,10,5,Fm 3 - downstream of culvert. Judy Creek,400,1273,,,,3,22,ARGR,ARCTIC GRAYLING,,72,,U,,,,,,,FISHERIES MANAGEMENT,13367,2241713,501705
Freeman HUC8,22-Aug-08,Electrofishing,BACKPACK,,17010603,472263.192,6041004.897,601652,6044474,-117 (Zone 11),54.537606,-115.428858,SW,15,64,10,5,Fm 3 - downstream of culvert. Judy Creek,400,1273,,,,3,22,ARGR,ARCTIC GRAYLING,,73,,U,,,,,,,FISHERIES MANAGEMENT,13367,2241713,501705
Freeman HUC8,22-Aug-08,Electrofishing,BACKPACK,,17010603,472263.192,6041004.897,601652,6044474,-117 (Zone 11),54.537606,-115.428858,SW,15,64,10,5,Fm 3 - downstream of culvert. Judy Creek,400,1273,,,,8,22,ARGR,ARCTIC GRAYLING,,74,,U,,,,,,,FISHERIES MANAGEMENT,13367,2241713,501705
Freeman HUC8,22-Aug-08,Electrofishing,BACKPACK,,17010603,472263.192,6041004.897,601652,6044474,-117 (Zone 11),54.537606,-115.428858,SW,15,64,10,5,Fm 3 - downstream of culvert. Judy Creek,400,1273,,,,3,22,ARGR,ARCTIC GRAYLING,,75,,U,,,,,,,FISHERIES MANAGEMENT,13367,2241713,501705
Freeman HUC8,22-Aug-08,Electrofishing,BACKPACK,,17010603,472263.192,6041004.897,601652,6044474,-117 (Zone 11),54.537606,-115.428858,SW,15,64,10,5,Fm 3 - downstream of culvert. Judy Creek,400,1273,,,,8,22,ARGR,ARCTIC GRAYLING,,76,,U,,,,,,,FISHERIES MANAGEMENT,13367,2241713,501705
Freeman HUC8,22-Aug-08,Electrofishing,BACKPACK,,17010603,472263.192,6041004.897,601652,6044474,-117 (Zone 11),54.537606,-115.428858,SW,15,64,10,5,Fm 3 - downstream of culvert. Judy Creek,400,1273,,,,9,22,ARGR,ARCTIC GRAYLING,,77,,U,,,,,,,FISHERIES MANAGEMENT,13367,2241713,501705
Freeman HUC8,22-Aug-08,Electrofishing,BACKPACK,,17010603,472263.192,6041004.897,601652,6044474,-117 (Zone 11),54.537606,-115.428858,SW,15,64,10,5,Fm 3 - downstream of culvert. Judy Creek,400,1273,,,,5,22,ARGR,ARCTIC GRAYLING,,78,,U,,,,,,,FISHERIES MANAGEMENT,13367,2241713,501705
Freeman HUC8,22-Aug-08,Electrofishing,BACKPACK,,17010603,472263.192,6041004.897,601652,6044474,-117 (Zone 11),54.537606,-115.428858,SW,15,64,10,5,Fm 3 - downstream of culvert. Judy Creek,400,1273,,,,4,22,ARGR,ARCTIC GRAYLING,,79,,U,,,,,,,FISHERIES MANAGEMENT,13367,2241713,501705
Freeman HUC8,22-Aug-08,Electrofishing,BACKPACK,,17010603,472263.192,6041004.897,601652,6044474,-117 (Zone 11),54.537606,-115.428858,SW,15,64,10,5,Fm 3 - downstream of culvert. Judy Creek,400,1273,,,,2,22,ARGR,ARCTIC GRAYLING,,81,,U,,,,,,,FISHERIES MANAGEMENT,13367,2241713,501705
Freeman HUC8,22-Aug-08,Electrofishing,BACKPACK,,17010603,472263.192,6041004.897,601652,6044474,-117 (Zone 11),54.537606,-115.428858,SW,15,64,10,5,Fm 3 - downstream of culvert. Judy Creek,400,1273,,,,2,22,ARGR,ARCTIC GRAYLING,,82,,U,,,,,,,FISHERIES MANAGEMENT,13367,2241713,501705
Freeman HUC8,22-Aug-08,Electrofishing,BACKPACK,,17010603,472263.192,6041004.897,601652,6044474,-117 (Zone 11),54.537606,-115.428858,SW,15,64,10,5,Fm 3 - downstream of culvert. Judy Creek,400,1273,,,,1,22,ARGR,ARCTIC GRAYLING,,83,,U,,,,,,,FISHERIES MANAGEMENT,13367,2241713,501705
Freeman HUC8,22-Aug-08,Electrofishing,BACKPACK,,17010603,472263.192,6041004.897,601652,6044474,-117 (Zone 11),54.537606,-115.428858,SW,15,64,10,5,Fm 3 - downstream of culvert. Judy Creek,400,1273,,,,1,22,ARGR,ARCTIC GRAYLING,,84,,U,,,,,,,FISHERIES MANAGEMENT,13367,2241713,501705
Freeman HUC8,22-Aug-08,Electrofishing,BACKPACK,,17010603,472263.192,6041004.897,601652,6044474,-117 (Zone 11),54.537606,-115.428858,SW,15,64,10,5,Fm 3 - downstream of culvert. Judy Creek,400,1273,,,,1,22,ARGR,ARCTIC GRAYLING,,85,,U,,,,,,,FISHERIES MANAGEMENT,13367,2241713,501705
Freeman HUC8,22-Aug-08,Electrofishing,BACKPACK,,17010603,472263.192,6041004.897,601652,6044474,-117 (Zone 11),54.537606,-115.428858,SW,15,64,10,5,Fm 3 - downstream of culvert. Judy Creek,400,1273,,,,1,22,ARGR,ARCTIC GRAYLING,,137,,U,,,,,,,FISHERIES MANAGEMENT,13367,2241713,501705
Freeman HUC8,22-Aug-08,Electrofishing,BACKPACK,,17010603,472263.192,6041004.897,601652,6044474,-117 (Zone 11),54.537606,-115.428858,SW,15,64,10,5,Fm 3 - downstream of culvert. Judy Creek,400,1273,,,,1,22,ARGR,ARCTIC GRAYLING,,143,,U,,,,,,,FISHERIES MANAGEMENT,13367,2241713,501705
Freeman HUC8,22-Aug-08,Electrofishing,BACKPACK,,17010603,472263.192,6041004.897,601652,6044474,-117 (Zone 11),54.537606,-115.428858,SW,15,64,10,5,Fm 3 - downstream of culvert. Judy Creek,400,1273,,,,1,22,ARGR,ARCTIC GRAYLING,,149,,U,,,,,,,FISHERIES MANAGEMENT,13367,2241713,501705
Freeman HUC8,22-Aug-08,Electrofishing,BACKPACK,,17010603,472263.192,6041004.897,601652,6044474,-117 (Zone 11),54.537606,-115.428858,SW,15,64,10,5,Fm 3 - downstream of culvert. Judy Creek,400,1273,,,,1,22,ARGR,ARCTIC GRAYLING,,206,,U,,,,,,,FISHERIES MANAGEMENT,13367,2241713,501705
Freeman HUC8,22-Aug-08,Electrofishing,BACKPACK,,17010603,472263.192,6041004.897,601652,6044474,-117 (Zone 11),54.537606,-115.428858,SW,15,64,10,5,Fm 3 - downstream of culvert. Judy Creek,400,1273,,,,52,1,LKCH,LAKE CHUB,,,,U,,,,,,,FISHERIES MANAGEMENT,13367,2241713,501705
Freeman HUC8,22-Aug-08,Electrofishing,BACKPACK,,17010603,472263.192,6041004.897,601652,6044474,-117 (Zone 11),54.537606,-115.428858,SW,15,64,10,5,Fm 3 - downstream of culvert. Judy Creek,400,1273,,,,2,22,ARGR,ARCTIC GRAYLING,,67,,U,,,,,,,FISHERIES MANAGEMENT,13367,2241713,501705
Freeman HUC8,22-Aug-08,Electrofishing,BACKPACK,Only ARGR and RNTR measured,17010603,463220.854,6045845.75,592471,6049058,-117 (Zone 11),54.58055,-115.569267,SE,34,64,11,5,Fm 16 - downstream of bridge. Unnamed tributary to Freeman River,300,1240,,,,1,9,ARGR,ARCTIC GRAYLING,,76,,U,,,,,,,FISHERIES MANAGEMENT,13367,2241714,501712
Freeman HUC8,22-Aug-08,Electrofishing,BACKPACK,Only ARGR and RNTR measured,17010603,463220.854,6045845.75,592471,6049058,-117 (Zone 11),54.58055,-115.569267,SE,34,64,11,5,Fm 16 - downstream of bridge. Unnamed tributary to Freeman River,300,1240,,,,1,9,ARGR,ARCTIC GRAYLING,,74,,U,,,,,,,FISHERIES MANAGEMENT,13367,2241714,501712
